Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,369,0,26,30.001807474361815,18.41454098757822,105.12266699515749,192.0,6.239848194075256,0.0,26,29,34,37,47,54,67,86,110,110,110
GET,/predict/{id},2066,0,1,2.216775237897554,0.5164159956621006,97.1064170007594,348.891577928364,34.93638582373842,0.0,1,1,1,1,2,4,20,33,83,97,97
GET,/replay,808,0,21,21.150919694174252,0.8009579905774444,112.30487500142772,15020.930693069307,13.663407427676981,0.0,21,30,34,36,44,53,66,74,110,110,110
GET,/stations,4050,0,1,1.5899246845058062,0.7358749862760305,130.18758399994113,14961.0,68.48613871546011,0.0,1,1,2,2,2,3,4,5,53,130,130
GET,/stations/{id}/history,2014,0,1,1.7671065707378877,0.726999991456978,72.37579199136235,11163.142005958292,34.057057622947326,0.0,1,1,2,2,2,3,7,18,68,72,72
,Aggregated,9307,0,1,4.5920936196565245,0.5164159956621006,130.18758399994113,10315.159342430428,157.3828377838981,0.0,1,1,2,2,17,29,41,51,89,130,130
